g1	1
g2	3
g3	4
g4	2
g5	1
g6	1
g7	3
g8	1
g9	5
g10	1
g11	1
g12	1
g13	2
g14	4
g15	1
g16	5
g17	1
g18	1
g19	1
g20	3
g21	1
g22	1
g23	1
g24	1
g25	1
g26	1
g27	7
g28	1
g29	1
g30	1
g31	1
g32	1
g33	1
g34	3
g35	2
g36	1
g37	1
g38	1
g39	1
g40	1
g41	1
g42	1
g43	1
g44	5
g45	1
g46	1
g47	2
g48	1
g49	1
g50	5
g51	1
g52	2
g53	2
g54	2
g55	1
g56	1
g57	1
g58	1
g59	1
g60	1
g61	2
g62	1
g63	1
g64	1
g65	1
g66	1
g67	1
g68	1
g69	1
g70	1
g71	1
g72	3
g73	1
g74	2
g75	2
g76	1
g77	1
g78	1
g79	4
g80	1
g81	5
g82	1
g83	2
g84	4
g85	1
g86	1
g87	1
g88	1
g89	1
g90	1
g91	1
g92	1
g93	1
g94	1
g95	1
g96	4
g97	1
g98	1
g99	1
g100	1
g101	4
g102	4
g103	1
g104	1
g105	1
g106	6
g107	1
g108	2
g109	2
g110	1
g111	1
g112	1
g113	4
g114	3
g115	5
g116	1
g117	5
g118	2
g119	7
g120	1
g121	1
g122	1
g123	1
g124	1
g125	4
g126	2
g127	5
g128	3
g129	2
g130	1
g131	2
g132	4
g133	3
g134	3
g135	1
g136	5
g137	2
g138	9
g139	3
g140	1
g141	1
g142	2
g143	1
g144	1
g145	2
g146	2
g147	1
g148	1
g149	1
g150	1
g151	1
g152	16
g153	1
g154	1
g155	1
g156	1
g157	1
g158	1
g159	2
g160	2
g161	1
g162	1
g163	1
g164	1
g165	1
g166	1
g167	1
g168	1
g169	1
g170	2
g171	1
g172	1
g173	3
g174	1
g175	1
g176	3
g177	1
g178	2
g179	6
g180	1
g181	2
g182	1
g183	4
g184	1
g185	1
g186	1
g187	3
g188	3
g189	1
g190	4
g191	1
g192	4
g193	1
g194	4
g195	1
g196	1
g197	1
g198	1
g199	3
g200	1
g201	1
g202	1
g203	4
g204	1
g205	1
g206	1
g207	1
g208	1
g209	4
g210	5
g211	1
g212	8
g213	1
g214	1
g215	1
g216	1
g217	2
g218	3
g219	7
g220	1
g221	1
g222	2
g223	2
g224	2
g225	2
g226	4
g227	1
g228	1
g229	5
g230	1
g231	1
g232	3
g233	1
g234	1
g235	1
g236	1
g237	1
g238	1
g239	4
g240	4
g241	8
g242	1
g243	3
g244	6
g245	7
g246	1
g247	1
g248	1
g249	1
g250	3
g251	1
g252	1
g253	1
g254	1
g255	4
g256	5
g257	4
g258	1
g259	1
g260	2
g261	7
g262	1
g263	1
g264	1
g265	1
g266	1
g267	1
g268	3
g269	2
g270	5
g271	2
g272	2
g273	4
g274	3
g275	1
g276	1
g277	1
g278	1
g279	1
g280	1
g281	1
g282	1
g283	1
g284	1
g285	4
g286	1
g287	3
g288	2
g289	1
g290	1
g291	1
g292	3
g293	1
g294	1
g295	5
g296	1
g297	1
g298	1
g299	6
g300	1
g301	2
g302	1
g303	1
g304	1
g305	1
g306	1
g307	1
g308	3
g309	1
g310	2
g311	1
g312	2
g313	1
g314	1
g315	3
g316	1
g317	1
g318	7
g319	1
g320	1
g321	1
g322	1
g323	2
g324	3
g325	4
g326	1
g327	1
g328	1
g329	1
g330	1
g331	2
g332	1
g333	1
g334	3
g335	3
g336	1
g337	2
g338	1
g339	7
g340	1
g341	1
g342	2
g343	4
g344	3
g345	1
g346	2
g347	1
g348	4
g349	3
g350	1
g351	1
g352	1
g353	2
g354	1
g355	1
g356	1
g357	1
g358	5
g359	1
g360	4
g361	5
g362	1
g363	5
g364	1
g365	1
g366	2
g367	1
g368	1
g369	1
g370	3
g371	1
g372	1
g373	1
g374	1
g375	1
g376	4
g377	1
g378	3
g379	1
g380	1
g381	5
g382	1
g383	1
g384	1
g385	1
g386	5
g387	9
g388	1
g389	3
g390	2
g391	6
g392	1
g393	1
g394	1
g395	5
g396	1
g397	1
g398	4
g399	1
g400	1
g401	4
g402	1
g403	2
g404	3
g405	2
g406	1
g407	1
g408	1
g409	3
g410	3
g411	1
g412	1
g413	2
g414	1
g415	1
g416	2
g417	1
g418	1
g419	1
g420	1
g421	1
g422	1
g423	2
g424	1
g425	1
g426	2
g427	1
g428	1
g429	1
g430	1
g431	1
g432	1
g433	4
g434	1
g435	2
g436	1
g437	2
g438	1
g439	1
g440	6
g441	1
g442	1
g443	2
g444	1
g445	2
g446	3
g447	1
g448	1
g449	1
g450	1
g451	2
g452	4
g453	1
g454	3
g455	3
g456	3
g457	2
g458	1
g459	7
g460	1
g461	4
g462	3
g463	1
g464	1
g465	1
g466	3
g467	1
g468	1
g469	1
g470	2
g471	2
g472	1
g473	2
g474	1
g475	1
g476	3
g477	2
g478	1
g479	1
g480	1
g481	2
g482	2
g483	1
g484	1
g485	4
g486	1
g487	4
g488	3
g489	3
g490	3
g491	1
g492	5
g493	1
g494	1
g495	1
g496	10
g497	2
g498	5
g499	1
g500	1
g501	1
g502	1
g503	4
g504	1
g505	1
g506	4
g507	1
g508	1
g509	1
g510	1
g511	1
g512	3
g513	5
g514	1
g515	1
g516	1
g517	2
g518	1
g519	3
g520	4
g521	3
g522	1
g523	1
g524	4
g525	1
g526	1
g527	2
g528	1
g529	2
g530	4
g531	1
g532	2
g533	1
g534	1
g535	8
g536	2
g537	1
g538	1
g539	1
g540	2
g541	1
g542	1
g543	1
g544	3
g545	1
g546	1
g547	1
g548	1
g549	3
g550	2
g551	2
g552	3
g553	1
g554	1
g555	1
g556	2
g557	3
g558	3
g559	3
g560	1
g561	1
g562	1
g563	1
g564	2
g565	5
g566	3
g567	1
g568	2
g569	3
g570	3
g571	3
g572	1
g573	1
g574	3
g575	1
g576	1
g577	1
g578	1
g579	1
g580	2
g581	1
g582	1
g583	1
g584	2
g585	5
g586	1
g587	2
g588	5
g589	1
g590	3
g591	1
g592	3
g593	3
g594	1
g595	1
g596	1
g597	1
g598	2
g599	2
g600	6
g601	1
g602	4
g603	1
g604	3
g605	4
g606	5
g607	1
g608	1
g609	4
g610	2
g611	1
g612	4
g613	1
g614	1
g615	1
g616	5
g617	2
g618	1
g619	2
g620	4
g621	6
g622	7
g623	1
g624	2
g625	5
g626	1
g627	1
g628	1
g629	1
g630	3
g631	1
g632	4
g633	3
g634	2
g635	3
g636	1
g637	1
g638	2
g639	3
g640	2
g641	1
g642	1
g643	1
g644	1
g645	1
g646	1
g647	2
g648	7
g649	1
g650	2
g651	3
g652	2
g653	3
g654	1
g655	5
g656	2
g657	3
g658	2
g659	1
g660	1
g661	1
g662	4
g663	1
g664	1
g665	1
g666	1
g667	2
g668	1
g669	1
g670	1
g671	9
g672	1
g673	2
g674	1
g675	1
g676	4
g677	1
g678	3
g679	1
g680	1
g681	1
g682	1
g683	1
g684	2
g685	1
g686	1
g687	1
g688	2
g689	2
g690	3
g691	2
g692	1
g693	1
g694	1
g695	1
g696	1
g697	1
g698	1
g699	4
g700	1
g701	1
g702	1
g703	5
g704	1
g705	1
g706	1
g707	1
g708	1
g709	3
g710	1
g711	1
g712	1
g713	2
g714	1
g715	2
g716	4
g717	3
g718	3
g719	3
g720	3
g721	5
g722	1
g723	1
g724	2
g725	1
g726	1
g727	1
g728	4
g729	2
g730	1
g731	1
g732	1
g733	1
g734	5
g735	1
g736	1
g737	1
g738	1
g739	1
g740	3
g741	1
g742	1
g743	3
g744	1
g745	1
g746	1
g747	1
g748	1
g749	2
g750	1
g751	1
g752	1
g753	1
g754	1
g755	1
g756	1
g757	1
g758	2
g759	1
g760	1
g761	1
g762	1
g763	2
g764	1
g765	1
g766	1
g767	5
g768	5
g769	1
g770	3
g771	1
g772	4
g773	3
g774	1
g775	1
g776	5
g777	1
g778	3
g779	1
g780	7
g781	2
g782	4
g783	1
g784	6
g785	5
g786	2
g787	2
g788	2
g789	2
g790	1
g791	1
g792	1
g793	1
g794	1
g795	1
g796	1
g797	1
g798	1
g799	4
g800	1
g801	2
g802	8
g803	2
g804	1
g805	1
g806	7
g807	3
g808	1
g809	1
g810	2
g811	1
g812	6
g813	2
g814	1
g815	1
g816	3
g817	1
g818	1
g819	1
g820	1
g821	2
g822	1
g823	1
g824	1
g825	1
g826	1
g827	1
g828	1
g829	1
g830	2
g831	1
g832	1
g833	5
g834	2
g835	2
g836	2
g837	3
g838	7
g839	5
g840	5
g841	5
g842	12
g843	1
g844	1
g845	1
g846	1
g847	1
g848	1
g849	2
g850	1
g851	2
g852	1
g853	4
g854	1
g855	1
g856	1
g857	1
g858	1
g859	3
g860	2
g861	1
g862	1
g863	1
g864	1
g865	1
g866	1
g867	1
g868	1
g869	1
g870	6
g871	1
g872	1
g873	1
g874	3
g875	2
g876	1
g877	4
g878	1
g879	1
g880	2
g881	2
g882	1
g883	1
g884	9
g885	9
g886	2
g887	1
g888	1
g889	1
g890	1
g891	1
g892	1
g893	2
g894	1
g895	1
g896	5
g897	3
g898	2
g899	1
g900	1
g901	1
g902	1
g903	3
g904	1
g905	1
g906	1
g907	1
g908	1
g909	1
g910	1
g911	1
g912	1
g913	1
g914	7
g915	4
g916	3
g917	7
g918	1
g919	1
g920	1
g921	1
g922	1
g923	1
g924	1
g925	2
g926	1
g927	1
g928	1
g929	1
g930	3
g931	3
g932	1
g933	5
g934	2
g935	1
g936	1
g937	1
g938	1
g939	1
g940	1
g941	1
g942	1
g943	2
g944	1
g945	1
g946	2
g947	4
g948	1
g949	1
g950	5
g951	2
g952	1
g953	3
g954	4
g955	2
g956	3
g957	1
g958	6
g959	1
g960	1
g961	3
g962	1
g963	5
g964	1
g965	6
g966	4
g967	4
g968	1
g969	1
g970	1
g971	1
g972	1
g973	1
g974	1
g975	1
g976	3
g977	1
g978	2
g979	7
g980	1
g981	3
g982	1
g983	1
g984	1
g985	1
g986	3
g987	1
g988	3
g989	1
g990	10
g991	1
g992	3
g993	1
g994	3
g995	2
g996	5
g997	1
g998	2
g999	1
g1000	1
g1001	6
g1002	3
g1003	1
g1004	1
g1005	2
g1006	4
g1007	2
g1008	1
g1009	1
g1010	2
g1011	4
g1012	1
g1013	1
g1014	1
g1015	2
g1016	3
g1017	1
g1018	1
g1019	1
g1020	2
g1021	2
g1022	1
g1023	3
g1024	3
g1025	1
g1026	1
g1027	3
g1028	3
g1029	1
g1030	6
g1031	1
g1032	1
g1033	1
g1034	3
g1035	4
g1036	1
g1037	1
g1038	2
g1039	2
g1040	2
g1041	3
g1042	1
g1043	1
g1044	2
g1045	2
g1046	1
g1047	1
g1048	1
g1049	1
g1050	1
g1051	1
g1052	6
g1053	1
g1054	5
g1055	1
g1056	1
g1057	1
g1058	3
g1059	3
g1060	4
g1061	1
g1062	1
g1063	1
g1064	1
g1065	1
g1066	1
g1067	1
g1068	1
g1069	1
g1070	1
g1071	1
g1072	4
g1073	5
g1074	1
g1075	1
g1076	1
g1077	1
g1078	1
g1079	1
g1080	1
g1081	3
g1082	2
g1083	5
g1084	1
g1085	7
g1086	1
g1087	1
g1088	1
g1089	1
g1090	8
g1091	2
g1092	2
